"","TCGA.22.5478","TCGA.22.5472","TCGA.60.2709","TCGA.22.5489","TCGA.22.5471","TCGA.22.5482","TCGA.22.5483","TCGA.43.3394","TCGA.34.7107","TCGA.43.6771","TCGA.22.5491","TCGA.33.6737","TCGA.90.6837"
"C8orf56",43.32,16.51,7.51,2.63,14.45,3.14,14.03,1.97,17.38,3.92,35,5.92,2.2
"CTNS",571.05,255,323.03,162.14,214.27,244.57,163.28,108.14,148.09,202.66,89.51,312,244.57
"PTK2",1832.01,1467.37,954.43,1378.57,791.35,1628.26,1286.18,1242.34,1359.57,665.29,1551.09,1806.78,921.88
"ST8SIA1",186.4,38.12,61.68,182.55,135.24,101.54,43.02,97.36,21.78,45.21,24.46,30.56,256.78
"STON2",656.11,320.8,271.48,255,122.64,540.19,190.34,363.56,373.81,583.07,204.07,128.79,336.79
"BLCAP",3768.09,2777.33,1286.18,1111.82,2915.45,1529.73,616.37,961.07,2287.2,2193.99,2417.67,830.75,1417.35
"FCGBP",52.45,55.89,58.3,117.6,58.3,87.65,26.67,38.95,35.76,87.03,24.28,11.3,21.01
"SPRED3",12.74,4.94,17.13,10,16.75,8.25,31.22,17.64,19.82,40.07,6.62,4.94,54.72
"CIB1",3665.02,5183.54,2485.67,2193.99,2701.35,4704.07,2417.67,3467.27,1896.65,3716.2,4268.94,5076.84,7180.15
"CPN2",1.79,0.32,2.41,3.53,1.43,0.96,0.32,1.89,1.64,0.73,0,0.69,2.43
"ANKRD29",343.89,186.4,287.01,307.69,2018.8,612.11,45.85,389.72,128.79,185.11,387.02,116.78,99.43
"CDCA5",476.71,351.14,571.05,791.35,679.29,460.44,1037.29,693.58,896.64,332.14,878.17,629.35,397.93
"RIN2",638.15,1073.91,688.78,679.29,320.8,1096.5,587.13,400.71,1096.5,447.82,854.13,332.14,878.17
"COL28A1",135.24,18.56,22.75,30.56,43.32,72.52,8,84.63,74.58,1.75,43.94,21.32,215.77
"CAMK2N2",49.21,23.25,10.39,6.11,18.7,22.59,111.99,25.91,74.06,224.97,65.26,11.13,74.06
"LEPRE1",2303.12,587.13,1167.14,1457.23,1096.5,1096.5,1477.58,575.03,808,1216.75,395.18,759.08,1417.35
"C6orf120",373.81,314.17,351.14,165.57,183.82,289.02,351.14,470.14,470.14,299.25,483.38,211.31,208.38
"DENND4B",536.45,493.56,651.58,532.74,674.59,353.59,591.22,591.22,525.39,356.05,271.48,656.11,981.29
"NKX3-1",10.63,205.5,16.15,98.04,28.86,87.65,32.59,20.41,63.45,27.05,59.13,125.24,4.9
"RABGGTA",723.08,1030.12,669.92,480.04,967.76,866.07,559.28,447.82,728.11,1685.71,603.67,1008.9,1487.87
"TFDP2",454.09,656.11,571.05,688.78,346.29,878.17,507.46,1127.35,583.07,414.87,1143.1,204.07,543.96
"KCNQ2",0.51,0.51,0,13.93,4.82,1.19,1.14,6.84,0.54,0.57,0,0.91,0.95
"RFPL3S",18.84,19.25,49.91,11.82,25.72,23.08,35.76,90.14,11.3,2.53,26.28,13.42,25.17
"XRRA1",120.1,109.66,131.51,122.64,120.94,198.47,186.4,215.77,67.59,78.34,242.88,125.24,163.28
"PLEC",1151.06,1551.09,1233.75,1594.73,591.22,1208.34,836.53,371.22,1242.34,2816.11,397.93,2351.53,1322.37
"CSF1",460.44,323.03,651.58,796.86,438.59,327.56,368.65,153.34,295.11,392.44,122.64,293.07,373.81
"PCYT2",1950,521.76,775.05,808,1008.9,507.46,718.08,1313.23,303.44,633.73,1167.14,457.25,356.05
"NUP35",253.23,318.57,139.07,387.02,285.03,241.19,567.1,194.36,607.87,165.57,503.95,368.65,176.29
"LRIG1",656.11,928.3,866.07,1159.07,384.34,368.65,866.07,507.46,669.92,332.14,466.88,267.73,384.34
"GRTP1",249.73,327.56,400.71,194.36,336.79,466.88,134.3,486.75,301.33,264.03,260.38,387.02,381.68
"CRCP",854.13,780.44,651.58,387.02,432.53,813.63,638.15,616.37,669.92,336.79,748.61,432.53,603.67
"MYBBP1A",866.07,669.92,1159.07,583.07,934.76,928.3,769.69,493.56,1295.13,995,457.25,1259.69,878.17
"POSTN",6887.62,1159.07,8840.04,5219.6,1721.16,4450.27,6887.62,2855.44,6471.02,7695.57,110.43,3564.78,7803.01
"CD109",152.28,728.11,291.04,366.09,289.02,1044.52,88.88,688.78,473.41,575.03,119.26,153.34,341.51
"C8G",5.92,22.1,14.14,18.7,40.07,25.17,6.62,17.64,21.16,3.96,1.83,19.39,29.91
"FSD1L",15.34,27.05,27.64,87.03,20.41,37.32,70.51,55.49,46.5,13.42,11.91,15.91,8.58
"SLC9A9",220.32,248,275.28,316.37,208.38,251.48,74.06,967.76,334.46,128.79,490.14,50.98,199.85
"FZD10",9.34,9.06,154.42,61.68,74.06,264.03,733.19,109.66,299.25,17.51,470.14,1508.65,8.51
"ADK",791.35,974.5,624.99,579.04,878.17,1044.52,389.72,1111.82,947.83,967.76,1437.15,1295.13,1030.12
"SOAT2",0.54,0.91,0.6,1.06,0.87,1.33,0.54,0.95,0.97,1.06,0,1,1.48
"CCDC89",27.44,29.27,7.11,9.56,21.01,2.48,12.83,17.13,9.85,2.84,20.71,4.46,4.98
"BRINP1",87.65,4.06,124.37,2.36,0.91,7.06,116.78,3.92,2.16,1.5,0.91,1.43,3.92
"FZD1",1119.56,656.11,536.45,559.28,361.04,490.14,928.3,211.31,325.29,265.87,236.21,146.03,417.77
"AP4B1",269.6,246.28,307.69,217.27,214.27,202.66,172.65,197.09,129.69,212.78,273.37,208.38,273.37
"CHD2",412,454.09,392.44,339.14,151.22,249.73,281.09,466.88,389.72,656.11,237.86,429.54,511
"PPP2R5C",1639.59,2739.08,2468.49,1277.29,1594.73,1950,3039.3,2119.22,1685.71,1819.35,2178.83,3190.46,1991
"DDAH1",583.07,307.69,249.73,163.28,102.97,80.01,117.6,224.97,78.34,54.33,134.3,753.83,117.6
"TBX19",35.25,50.27,64.34,110.43,37.32,76.17,41.81,46.5,45.53,43.02,21.94,57.89,85.82
"IGJ",5555.65,660.68,21468.49,22225.61,3395.89,698.41,4575.41,9474.59,4704.07,77.79,9279.58,854.13,3874.05
"TRIM10",0,0,1.16,0.72,0.99,0.65,1.41,1.5,1.55,0.71,0.99,2.03,0
"SETD9",69.52,201.25,187.71,57.49,246.28,50.27,142.01,102.25,172.65,77.79,381.68,295.11,438.59
"STX7",339.14,473.41,507.46,583.07,265.87,420.68,836.53,543.96,412,521.76,381.68,651.58,403.5
"ANXA4",3235.01,2468.49,2193.99,3190.46,2627.46,2193.99,2976.74,2090.03,2520.38,2758.13,2303.12,1427.22,1977.24
"NUP160",432.53,381.68,409.15,583.07,201.25,373.81,647.07,412,521.76,547.75,587.13,381.68,258.57
"EDEM2",1857.6,713.11,780.44,902.89,753.83,529.06,878.17,854.13,718.08,688.78,921.88,866.07,854.13
"STRAP",1883.54,2090.03,3372.43,5255.91,6164.49,3395.89,4575.41,10225.32,3146.52,2417.67,4152.18,5633.22,3039.3
"TUBAL3",5.11,12.55,1.06,6.46,7.94,43.32,12.93,7.69,24.63,12.64,18.43,10.16,32.36
"TMEM164",156.59,571.05,366.09,414.87,295.11,262.2,379.04,307.69,775.05,256.78,339.14,728.11,373.81
"RAD51C",518.15,373.81,629.35,497,698.41,414.87,607.87,796.86,587.13,242.88,753.83,457.25,241.19
"GPR108",967.76,1605.83,1331.57,1199.98,1529.73,1208.34,1175.27,974.5,1407.55,620.67,1313.23,1685.71,1397.83
"CDK2",1015.93,651.58,1051.79,1225.22,1359.57,728.11,1733.13,1397.83,1437.15,1001.93,1583.71,713.11,1051.79
"ZNF726",93.35,20.56,30.56,76.71,10.31,2.16,85.22,186.4,87.03,25.17,14.89,25.17,54.72
